gdb_id,Title,Release_Date,Thumb,Platform,URL
3435,Game & Watch Gallery 4,10/28/02,boxart/original/front/3435-1.png,GBA,http://thegamesdb.net/banners/boxart/original/front/3435-1.png
3436,Altered Beast: Guardian of the Realms,11/25/02,boxart/original/front/3436-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3436-1.jpg
3437,The Ant Bully,7/24/06,boxart/original/front/3437-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3437-1.jpg
3438,Babar to the Rescue,6/28/06,boxart/original/front/3438-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3438-1.jpg
3439,Barbie in The 12 Dancing Princesses,10/30/06,boxart/original/front/3439-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3439-1.jpg
3440,Blender Bros.,4/15/02,boxart/original/front/3440-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3440-1.jpg
3441,Book Worm,8/30/06,boxart/original/front/3441-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3441-1.jpg
3442,Capcom Classics Mini Mix,9/19/06,boxart/original/front/3442-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3442-1.jpg
3444,Chessmaster,8/28/02,boxart/original/front/3444-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3444-1.jpg
3445,ChuChu Rocket!,6/10/01,boxart/original/front/3445-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3445-1.jpg
3446,Columns Crown,2/24/02,boxart/original/front/3446-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3446-1.jpg
3447,Crazy Taxi: Catch a Ride,4/9/03,boxart/original/front/3447-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3447-1.jpg
3448,Cruis'n Velocity,11/30/01,boxart/original/front/3448-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3448-1.jpg
3449,Danny Phantom: Urban Jungle,9/19/06,boxart/original/front/3449-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3449-1.jpg
3450,Disney Princess,4/4/03,boxart/original/front/3450-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3450-1.jpg
3451,Disney's Little Einsteins,9/12/06,boxart/original/front/3451-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3451-1.jpg
3452,DK: King of Swing,9/19/05,boxart/original/front/3452-1.png,GBA,http://thegamesdb.net/banners/boxart/original/front/3452-1.png
3453,Dogz,11/17/05,boxart/original/front/3453-1.jpg,GBA,http://thegamesdb.net/banners/boxart/original/front/3453-1.jpg
3454,Donald Duck Advance,11/15/01,boxart/original/front/3454-1.png,GBA,http://thegamesdb.net/banners/boxart/original/front/3454-1.png
